<2,<5,<10,>10%,>25%,>50%,>75%,total_voxels,avg_filled,med_filled,max,min,median,mean
0.06,0.14,0.25,0.13,0.08,0.05,0.03,705,0.07,0.01,4500,1,47,324.25
0.13,0.34,0.54,0.02,0.01,0.0,0.0,500,0.02,0.0,4500,1,8,70.375
0.06,0.16,0.25,0.16,0.09,0.05,0.03,642,0.08,0.01,4500,1,48,372.0
0.06,0.17,0.26,0.16,0.1,0.05,0.03,664,0.08,0.01,4500,1,44,361.5
0.06,0.16,0.26,0.16,0.1,0.05,0.03,666,0.08,0.01,4500,1,44,360.5
0.06,0.16,0.24,0.19,0.1,0.05,0.04,642,0.09,0.01,4500,1,50,397.25
0.07,0.16,0.26,0.18,0.1,0.05,0.03,667,0.09,0.01,4500,1,50,382.5
0.07,0.17,0.24,0.18,0.1,0.05,0.02,695,0.08,0.01,4500,1,53,376.5
0.04,0.16,0.23,0.19,0.1,0.05,0.03,712,0.08,0.01,4500,1,45,380.5
0.06,0.16,0.24,0.17,0.1,0.05,0.02,741,0.08,0.01,4500,1,49,357.0
0.08,0.18,0.27,0.16,0.09,0.05,0.03,799,0.08,0.01,4500,1,37,338.0
0.06,0.17,0.28,0.15,0.08,0.04,0.03,848,0.07,0.01,4500,1,32,323.5
0.07,0.14,0.24,0.14,0.09,0.04,0.02,840,0.07,0.01,4500,1,45,329.0
0.06,0.14,0.22,0.14,0.07,0.04,0.02,869,0.07,0.01,4500,1,43,314.75
0.06,0.14,0.23,0.14,0.07,0.04,0.02,857,0.07,0.01,4500,1,53,311.25
0.06,0.14,0.22,0.14,0.06,0.03,0.02,873,0.07,0.01,4500,1,48,298.75
0.07,0.14,0.23,0.14,0.07,0.03,0.02,861,0.07,0.01,4500,1,53,298.0
0.06,0.15,0.23,0.13,0.06,0.03,0.02,863,0.06,0.01,4500,1,52,282.25
0.06,0.14,0.21,0.13,0.06,0.03,0.02,846,0.06,0.01,4500,1,57,286.25
0.03,0.11,0.19,0.12,0.06,0.03,0.02,827,0.06,0.02,4500,1,70,289.0
0.04,0.1,0.17,0.13,0.06,0.03,0.02,799,0.07,0.02,4500,1,78,298.5
0.04,0.12,0.17,0.14,0.06,0.03,0.02,782,0.07,0.02,4500,1,74,300.75
0.04,0.1,0.17,0.13,0.06,0.03,0.02,775,0.07,0.02,4500,1,81,303.5
0.05,0.09,0.15,0.13,0.07,0.03,0.02,753,0.07,0.02,4500,1,87,312.5
0.03,0.1,0.18,0.13,0.06,0.03,0.02,774,0.07,0.02,4500,1,78,302.75
0.04,0.09,0.15,0.12,0.05,0.03,0.02,783,0.07,0.02,4500,1,80,294.0
0.04,0.11,0.19,0.12,0.05,0.03,0.02,803,0.06,0.02,4500,1,72,288.0
0.06,0.13,0.22,0.11,0.05,0.03,0.02,858,0.06,0.01,4500,1,61,270.25
0.05,0.16,0.23,0.11,0.05,0.02,0.02,975,0.05,0.01,4500,1,48,243.5
0.05,0.16,0.23,0.13,0.06,0.03,0.02,903,0.07,0.01,4500,1,62,294.25
0.06,0.15,0.24,0.12,0.06,0.03,0.02,994,0.06,0.01,4500,1,51,271.0
0.08,0.18,0.27,0.11,0.06,0.02,0.02,1044,0.06,0.01,4500,1,44,253.5
0.05,0.16,0.26,0.11,0.06,0.02,0.01,1105,0.05,0.01,4500,1,41,244.875
0.05,0.12,0.2,0.14,0.06,0.03,0.02,981,0.06,0.02,4500,1,70,284.0
0.06,0.13,0.22,0.14,0.06,0.03,0.01,1010,0.06,0.01,4500,1,60,276.25
0.04,0.12,0.21,0.14,0.06,0.02,0.02,992,0.06,0.01,4500,1,66,280.5
0.05,0.14,0.21,0.15,0.06,0.03,0.01,1007,0.06,0.01,4500,1,59,277.75
0.05,0.14,0.21,0.14,0.06,0.02,0.01,998,0.06,0.01,4500,1,67,266.0
0.06,0.15,0.23,0.15,0.06,0.02,0.01,967,0.06,0.01,4500,1,62,281.0
0.05,0.14,0.21,0.14,0.06,0.02,0.01,990,0.06,0.01,4500,1,59,274.5
0.06,0.16,0.24,0.14,0.06,0.02,0.01,1011,0.06,0.01,4500,1,55,266.0
0.11,0.27,0.44,0.01,0.0,0.0,0.0,718,0.01,0.0,4500,1,12,43.59375
0.06,0.16,0.24,0.11,0.05,0.02,0.01,978,0.05,0.01,4500,1,48,230.25
0.04,0.13,0.21,0.13,0.06,0.03,0.02,1025,0.06,0.01,4500,1,53,268.25
0.07,0.16,0.22,0.13,0.06,0.03,0.01,1033,0.06,0.01,4500,1,58,261.75
0.05,0.14,0.22,0.13,0.06,0.02,0.01,1009,0.06,0.01,4500,1,55,269.25
0.05,0.13,0.21,0.13,0.06,0.03,0.01,1040,0.06,0.01,4500,1,54,263.25
0.05,0.13,0.22,0.12,0.05,0.03,0.01,1115,0.06,0.01,4500,1,49,249.5
0.05,0.14,0.21,0.13,0.06,0.02,0.02,1025,0.06,0.01,4500,1,54,273.5
0.05,0.13,0.2,0.13,0.06,0.02,0.01,1026,0.06,0.01,4500,1,54,260.5
0.04,0.11,0.18,0.14,0.07,0.03,0.01,987,0.06,0.01,4500,1,64,281.25
0.04,0.12,0.2,0.14,0.07,0.02,0.01,968,0.06,0.01,4500,1,63,273.0
0.05,0.11,0.18,0.13,0.07,0.03,0.01,968,0.06,0.01,4500,1,60,272.75
0.04,0.11,0.18,0.13,0.07,0.03,0.01,959,0.06,0.01,4500,1,62,287.25
0.04,0.13,0.2,0.15,0.07,0.03,0.01,937,0.07,0.01,4500,1,62,293.25
0.04,0.13,0.18,0.16,0.08,0.03,0.02,887,0.07,0.02,4500,1,68,309.75
0.04,0.11,0.18,0.16,0.07,0.03,0.01,861,0.07,0.02,4500,1,80,318.25
0.05,0.12,0.19,0.17,0.08,0.03,0.02,863,0.07,0.02,4500,1,79,326.0
0.04,0.13,0.21,0.18,0.08,0.03,0.02,854,0.07,0.02,4500,1,74,330.75
0.05,0.12,0.19,0.17,0.08,0.03,0.02,894,0.07,0.01,4500,1,61,315.75
0.05,0.13,0.22,0.16,0.07,0.03,0.02,934,0.07,0.01,4500,1,59,304.0
0.03,0.12,0.2,0.16,0.06,0.03,0.02,932,0.06,0.01,4500,1,63,292.0
0.07,0.14,0.21,0.14,0.07,0.03,0.01,935,0.06,0.01,4500,1,64,285.0
0.05,0.14,0.21,0.14,0.07,0.03,0.02,958,0.06,0.01,4500,1,61,288.75
0.04,0.1,0.18,0.16,0.07,0.03,0.02,900,0.07,0.02,4500,1,73,319.0
0.05,0.12,0.19,0.17,0.07,0.03,0.01,951,0.07,0.02,4500,1,72,305.75
0.05,0.12,0.18,0.15,0.07,0.03,0.02,972,0.07,0.02,4500,1,70,300.25
0.05,0.13,0.19,0.13,0.06,0.03,0.02,1055,0.06,0.01,4500,1,59,271.0
0.04,0.11,0.17,0.11,0.06,0.02,0.01,1090,0.06,0.01,4500,1,61,252.375
0.04,0.11,0.18,0.12,0.06,0.03,0.02,1108,0.06,0.01,4500,1,66,266.5
0.05,0.12,0.18,0.13,0.06,0.03,0.01,1103,0.06,0.01,4500,1,64,274.25
0.04,0.12,0.19,0.13,0.05,0.03,0.02,1058,0.06,0.02,4500,1,74,278.25
0.04,0.12,0.19,0.14,0.05,0.02,0.01,1048,0.06,0.02,4500,1,72,274.0
0.05,0.14,0.22,0.14,0.05,0.02,0.01,1142,0.06,0.01,4500,1,58,257.5
0.05,0.13,0.21,0.14,0.05,0.03,0.02,1017,0.06,0.01,4500,1,63,274.5
0.05,0.13,0.2,0.13,0.05,0.02,0.02,940,0.06,0.01,4500,1,58,258.75
0.05,0.14,0.23,0.12,0.05,0.03,0.02,850,0.06,0.01,4500,1,46,263.25
0.05,0.13,0.23,0.11,0.05,0.02,0.01,995,0.05,0.01,4500,1,47,242.125
0.05,0.12,0.2,0.12,0.05,0.03,0.01,1056,0.06,0.01,4500,1,59,261.75
0.04,0.13,0.21,0.12,0.05,0.02,0.01,1185,0.05,0.01,4500,1,54,244.0
0.05,0.1,0.17,0.14,0.05,0.02,0.01,1107,0.06,0.01,4500,1,63,260.25
0.09,0.21,0.35,0.03,0.01,0.01,0.01,619,0.02,0.0,4500,1,17,90.375
0.04,0.12,0.19,0.17,0.06,0.03,0.01,899,0.07,0.02,4500,1,73,302.75
0.04,0.13,0.21,0.17,0.06,0.02,0.01,915,0.07,0.01,4500,1,66,298.5
0.04,0.11,0.18,0.17,0.06,0.03,0.01,902,0.07,0.02,4500,1,79,304.75
0.04,0.1,0.17,0.17,0.06,0.02,0.01,924,0.07,0.02,4500,1,74,298.25
0.04,0.11,0.19,0.16,0.07,0.03,0.01,941,0.07,0.01,4500,1,62,292.5
0.04,0.13,0.2,0.13,0.05,0.03,0.01,1052,0.06,0.01,4500,1,51,259.75
0.04,0.12,0.2,0.13,0.07,0.03,0.02,980,0.06,0.01,4500,1,63,280.5
0.06,0.13,0.21,0.12,0.05,0.03,0.01,1070,0.06,0.01,4500,1,49,255.25
0.05,0.12,0.2,0.13,0.06,0.03,0.02,994,0.06,0.01,4500,1,62,273.75
0.05,0.15,0.24,0.12,0.05,0.02,0.01,1114,0.05,0.01,4500,1,46,242.125
0.04,0.11,0.2,0.14,0.06,0.03,0.01,982,0.06,0.02,4500,1,69,274.0
0.04,0.12,0.2,0.13,0.05,0.02,0.01,978,0.06,0.02,4500,1,69,270.5
0.04,0.11,0.19,0.14,0.05,0.03,0.02,925,0.06,0.02,4500,1,78,282.25
0.04,0.13,0.2,0.13,0.05,0.03,0.02,973,0.06,0.01,4500,1,61,266.5
0.05,0.12,0.22,0.15,0.06,0.03,0.02,906,0.06,0.02,4500,1,68,287.25
0.05,0.13,0.2,0.14,0.06,0.03,0.02,955,0.06,0.01,4500,1,63,280.0
0.05,0.13,0.21,0.13,0.06,0.03,0.01,995,0.06,0.01,4500,1,57,272.5
0.05,0.12,0.2,0.14,0.07,0.03,0.02,912,0.06,0.01,4500,1,60,291.75
0.05,0.14,0.24,0.12,0.06,0.03,0.02,951,0.06,0.01,4500,1,39,275.0
0.05,0.16,0.24,0.15,0.08,0.04,0.02,817,0.07,0.01,4500,1,40,313.75
0.07,0.15,0.23,0.17,0.1,0.05,0.03,675,0.09,0.01,4500,1,53,386.5
0.05,0.13,0.21,0.19,0.11,0.06,0.04,621,0.1,0.01,4500,1,58,430.75
0.06,0.14,0.25,0.19,0.12,0.06,0.04,625,0.1,0.01,4500,1,54,430.5
0.03,0.09,0.16,0.24,0.16,0.08,0.04,513,0.12,0.02,4500,1,95,531.5
0.04,0.09,0.16,0.26,0.17,0.1,0.06,483,0.13,0.02,4500,1,91,591.5
0.04,0.1,0.18,0.28,0.18,0.1,0.06,460,0.14,0.02,4500,1,106,628.5
0.02,0.09,0.15,0.3,0.18,0.09,0.05,454,0.14,0.03,4500,1,127,623.5
0.02,0.07,0.11,0.28,0.19,0.1,0.08,456,0.15,0.03,4500,1,124,677.0
0.03,0.08,0.12,0.27,0.17,0.11,0.07,465,0.15,0.03,4500,1,118,652.5
0.02,0.08,0.15,0.23,0.15,0.09,0.06,535,0.12,0.02,4500,1,89,561.0
0.03,0.1,0.16,0.24,0.15,0.09,0.06,529,0.13,0.02,4500,1,103,573.5
0.04,0.09,0.12,0.26,0.16,0.09,0.06,529,0.14,0.03,4500,1,123,607.5
0.01,0.06,0.11,0.29,0.15,0.08,0.05,532,0.13,0.03,4500,1,129,589.5
0.04,0.11,0.16,0.29,0.14,0.09,0.05,548,0.13,0.03,4500,1,127,580.5
0.03,0.09,0.14,0.28,0.16,0.08,0.06,560,0.13,0.03,4500,1,114,583.5
0.03,0.09,0.13,0.29,0.16,0.07,0.05,503,0.13,0.04,4500,1,162,581.0
0.03,0.07,0.13,0.25,0.13,0.06,0.03,583,0.11,0.03,4500,1,113,488.25
0.03,0.08,0.14,0.25,0.15,0.07,0.04,582,0.11,0.02,4500,1,108,510.5
0.05,0.2,0.32,0.03,0.01,0.0,0.0,475,0.02,0.01,4500,1,24,92.3125
0.04,0.1,0.15,0.25,0.12,0.07,0.03,628,0.11,0.02,4500,1,105,486.25
0.03,0.07,0.12,0.27,0.13,0.06,0.03,621,0.11,0.03,4500,1,118,500.25
0.03,0.07,0.12,0.25,0.13,0.06,0.03,652,0.1,0.03,4500,1,114,471.5
0.02,0.06,0.1,0.27,0.13,0.06,0.04,603,0.11,0.03,4500,1,143,517.0
0.03,0.06,0.1,0.25,0.14,0.07,0.04,635,0.11,0.02,4500,1,106,497.75
0.02,0.06,0.1,0.24,0.14,0.07,0.04,621,0.11,0.02,4500,1,100,503.75
0.01,0.07,0.12,0.24,0.14,0.07,0.03,617,0.11,0.02,4500,1,99,492.0
0.03,0.07,0.12,0.25,0.14,0.07,0.04,587,0.11,0.02,4500,1,91,517.0
0.03,0.08,0.13,0.27,0.16,0.07,0.04,557,0.12,0.02,4500,1,94,540.0
0.03,0.09,0.13,0.28,0.16,0.08,0.04,522,0.13,0.03,4500,1,120,567.5
0.02,0.09,0.13,0.25,0.15,0.07,0.04,536,0.12,0.02,4500,1,101,533.5
0.03,0.1,0.14,0.26,0.16,0.09,0.06,505,0.13,0.02,4500,1,103,578.5
0.03,0.08,0.1,0.25,0.14,0.09,0.06,502,0.13,0.02,4500,1,109,588.0
0.03,0.08,0.13,0.24,0.13,0.08,0.05,535,0.12,0.02,4500,1,109,532.5
0.02,0.08,0.14,0.22,0.13,0.07,0.05,632,0.11,0.02,4500,1,83,479.75
0.03,0.09,0.13,0.23,0.13,0.06,0.03,632,0.11,0.02,4500,1,87,474.75
0.03,0.07,0.13,0.2,0.13,0.05,0.03,699,0.1,0.02,4500,1,73,431.0
0.04,0.1,0.17,0.19,0.11,0.05,0.03,734,0.09,0.02,4500,1,75,402.75
0.03,0.09,0.16,0.19,0.1,0.05,0.03,720,0.09,0.02,4500,1,94,394.5
0.05,0.11,0.17,0.19,0.09,0.04,0.03,708,0.09,0.02,4500,1,103,388.5
0.03,0.08,0.14,0.19,0.09,0.04,0.03,725,0.08,0.02,4500,1,94,375.0
0.03,0.08,0.15,0.18,0.09,0.04,0.03,717,0.08,0.02,4500,1,104,377.75
0.02,0.07,0.13,0.19,0.08,0.04,0.03,688,0.09,0.02,4500,1,109,395.5
0.03,0.08,0.15,0.2,0.09,0.04,0.03,702,0.09,0.02,4500,1,93,384.75
0.02,0.07,0.13,0.2,0.1,0.04,0.03,687,0.09,0.02,4500,1,96,398.0
0.02,0.08,0.14,0.21,0.1,0.03,0.02,691,0.09,0.02,4500,1,91,394.5
0.03,0.1,0.15,0.19,0.09,0.03,0.02,761,0.08,0.02,4500,1,76,364.25
0.03,0.08,0.13,0.21,0.1,0.04,0.02,728,0.09,0.02,4500,1,91,387.5
0.03,0.09,0.17,0.21,0.1,0.04,0.02,726,0.09,0.02,4500,1,90,399.0
0.04,0.11,0.16,0.21,0.11,0.04,0.03,722,0.09,0.02,4500,1,96,404.0
0.04,0.09,0.15,0.21,0.1,0.04,0.03,698,0.09,0.02,4500,1,91,414.5
0.05,0.12,0.18,0.2,0.09,0.04,0.03,728,0.09,0.02,4500,1,82,390.5
0.04,0.13,0.21,0.16,0.08,0.04,0.02,836,0.07,0.02,4500,1,69,332.0
0.05,0.13,0.2,0.15,0.07,0.03,0.02,880,0.07,0.01,4500,1,63,304.5
0.04,0.11,0.18,0.17,0.07,0.03,0.02,846,0.07,0.02,4500,1,73,324.75
0.05,0.11,0.17,0.18,0.08,0.04,0.02,834,0.08,0.02,4500,1,83,354.25
0.03,0.08,0.15,0.18,0.08,0.04,0.02,858,0.08,0.02,4500,1,76,356.75
0.04,0.11,0.17,0.2,0.09,0.03,0.02,883,0.08,0.02,4500,1,69,348.25
0.03,0.1,0.16,0.19,0.09,0.03,0.02,871,0.08,0.02,4500,1,77,356.25
0.07,0.21,0.36,0.01,0.0,0.0,0.0,641,0.01,0.0,4500,1,18,54.5
0.03,0.09,0.15,0.21,0.09,0.04,0.02,822,0.08,0.02,4500,1,86,376.0
0.03,0.09,0.15,0.2,0.1,0.04,0.02,785,0.09,0.02,4500,1,93,391.75
0.03,0.1,0.14,0.17,0.09,0.05,0.03,829,0.08,0.02,4500,1,80,372.5
0.04,0.11,0.18,0.14,0.07,0.04,0.03,929,0.07,0.01,4500,1,56,319.0
0.06,0.14,0.21,0.13,0.07,0.04,0.03,976,0.07,0.01,4500,1,50,313.25
0.05,0.13,0.21,0.16,0.08,0.04,0.02,977,0.07,0.01,4500,1,50,324.5
0.05,0.11,0.19,0.19,0.09,0.04,0.02,908,0.08,0.01,4500,1,66,358.75
0.04,0.09,0.17,0.21,0.1,0.04,0.02,836,0.08,0.02,4500,1,75,382.5
0.03,0.1,0.16,0.2,0.09,0.04,0.02,816,0.08,0.02,4500,1,79,372.25
0.04,0.13,0.19,0.2,0.08,0.03,0.02,837,0.08,0.02,4500,1,83,354.0
0.05,0.11,0.18,0.19,0.08,0.03,0.02,891,0.07,0.02,4500,1,68,334.5
0.04,0.11,0.17,0.19,0.09,0.03,0.02,862,0.08,0.02,4500,1,80,355.0
0.05,0.15,0.24,0.18,0.08,0.03,0.02,921,0.07,0.01,4500,1,62,328.75
0.04,0.14,0.21,0.18,0.08,0.04,0.02,861,0.08,0.02,4500,1,75,358.0
0.04,0.09,0.16,0.2,0.09,0.04,0.03,797,0.09,0.02,4500,1,88,386.25
0.04,0.13,0.2,0.19,0.09,0.04,0.03,848,0.08,0.01,4500,1,64,358.75
0.05,0.12,0.19,0.19,0.08,0.03,0.02,857,0.07,0.01,4500,1,63,337.5
0.05,0.13,0.2,0.17,0.09,0.03,0.02,855,0.07,0.01,4500,1,63,332.25
0.06,0.13,0.2,0.17,0.08,0.04,0.02,862,0.07,0.01,4500,1,53,328.75
0.06,0.13,0.2,0.15,0.07,0.03,0.02,904,0.07,0.01,4500,1,44,295.0
0.05,0.14,0.24,0.15,0.08,0.04,0.02,894,0.07,0.01,4500,1,50,323.75
0.06,0.15,0.23,0.14,0.08,0.04,0.02,917,0.07,0.01,4500,1,51,320.5
0.05,0.14,0.24,0.13,0.06,0.03,0.02,999,0.06,0.01,4500,1,43,283.5
0.05,0.13,0.2,0.14,0.06,0.03,0.02,973,0.06,0.01,4500,1,57,285.75
0.05,0.13,0.21,0.14,0.06,0.03,0.02,996,0.07,0.01,4500,1,60,296.0
0.04,0.12,0.2,0.15,0.06,0.03,0.02,952,0.07,0.02,4500,1,68,305.5
0.04,0.13,0.21,0.14,0.06,0.03,0.02,1020,0.06,0.01,4500,1,56,281.75
0.05,0.13,0.22,0.14,0.06,0.03,0.02,997,0.06,0.01,4500,1,54,284.25
0.04,0.13,0.2,0.12,0.05,0.02,0.01,1065,0.05,0.01,4500,1,51,243.75
0.05,0.13,0.2,0.11,0.05,0.02,0.01,1114,0.05,0.01,4500,1,45,230.75
0.05,0.13,0.2,0.11,0.05,0.02,0.01,1084,0.05,0.01,4500,1,50,235.25
0.03,0.11,0.2,0.11,0.05,0.02,0.01,1060,0.05,0.01,4500,1,49,239.0
0.03,0.11,0.19,0.11,0.06,0.02,0.02,1001,0.06,0.01,4500,1,54,257.75
0.04,0.13,0.23,0.11,0.05,0.02,0.02,1054,0.05,0.01,4500,1,46,243.375
0.05,0.13,0.22,0.11,0.05,0.02,0.01,1062,0.05,0.01,4500,1,49,229.625
0.04,0.13,0.21,0.12,0.05,0.02,0.01,994,0.05,0.01,4500,1,56,244.375
0.04,0.1,0.16,0.12,0.05,0.02,0.02,965,0.06,0.01,4500,1,65,263.75
0.04,0.11,0.18,0.12,0.05,0.03,0.02,954,0.06,0.01,4500,1,58,264.25
0.11,0.28,0.42,0.03,0.02,0.01,0.0,515,0.02,0.0,4500,1,13,82.6875
0.06,0.15,0.24,0.15,0.08,0.04,0.02,795,0.07,0.01,4500,1,40,326.75
0.05,0.15,0.27,0.13,0.07,0.04,0.02,866,0.06,0.01,4500,1,37,291.75
0.06,0.17,0.28,0.14,0.07,0.04,0.02,833,0.06,0.01,4500,1,39,291.75
0.08,0.19,0.27,0.13,0.07,0.04,0.03,773,0.07,0.01,4500,1,38,304.5
0.07,0.16,0.28,0.14,0.07,0.04,0.03,756,0.07,0.01,4500,1,36,315.5
0.07,0.2,0.3,0.16,0.1,0.05,0.03,653,0.08,0.01,4500,1,33,380.25
0.08,0.2,0.29,0.15,0.09,0.05,0.04,684,0.08,0.01,4500,1,36,355.5
0.07,0.19,0.3,0.16,0.1,0.05,0.04,615,0.09,0.01,4500,1,39,386.5
0.07,0.18,0.28,0.13,0.09,0.05,0.03,699,0.07,0.01,4500,1,28,335.75
0.06,0.15,0.26,0.15,0.08,0.05,0.03,676,0.07,0.01,4500,1,34,331.75
0.04,0.14,0.22,0.15,0.09,0.05,0.03,618,0.08,0.01,4500,1,55,362.5
0.05,0.13,0.21,0.16,0.09,0.05,0.03,661,0.08,0.01,4500,1,62,362.25
0.05,0.12,0.19,0.19,0.09,0.04,0.03,681,0.08,0.02,4500,1,69,379.0
0.06,0.13,0.21,0.19,0.1,0.04,0.02,704,0.08,0.02,4500,1,68,372.5
0.04,0.12,0.17,0.22,0.1,0.04,0.02,662,0.09,0.02,4500,1,93,397.5
0.04,0.13,0.2,0.2,0.08,0.04,0.02,730,0.08,0.02,4500,1,88,363.25
0.04,0.1,0.17,0.2,0.08,0.04,0.02,728,0.08,0.02,4500,1,88,365.5
0.06,0.14,0.22,0.19,0.09,0.03,0.02,757,0.08,0.02,4500,1,77,355.75
0.06,0.13,0.19,0.18,0.09,0.04,0.02,742,0.08,0.02,4500,1,81,363.5
0.06,0.13,0.21,0.16,0.08,0.04,0.02,783,0.07,0.01,4500,1,61,336.75
0.07,0.15,0.24,0.14,0.07,0.04,0.03,837,0.07,0.01,4500,1,50,310.75
0.07,0.16,0.25,0.13,0.07,0.03,0.02,873,0.06,0.01,4500,1,40,290.0
0.06,0.16,0.24,0.15,0.07,0.04,0.02,819,0.07,0.01,4500,1,49,321.0
0.05,0.12,0.22,0.2,0.09,0.04,0.02,731,0.08,0.02,4500,1,74,368.75
0.04,0.12,0.17,0.21,0.09,0.04,0.02,689,0.08,0.02,4500,1,96,374.75
0.05,0.14,0.2,0.19,0.08,0.04,0.02,774,0.08,0.02,4500,1,72,350.5
0.06,0.13,0.19,0.17,0.07,0.04,0.03,817,0.08,0.01,4500,1,67,349.25
0.06,0.14,0.25,0.14,0.06,0.03,0.02,957,0.06,0.01,4500,1,46,287.5
0.05,0.14,0.22,0.14,0.07,0.03,0.02,991,0.06,0.01,4500,1,47,279.0
0.06,0.16,0.25,0.13,0.06,0.02,0.01,1078,0.06,0.01,4500,1,44,255.375
0.05,0.13,0.2,0.13,0.06,0.03,0.01,1057,0.06,0.01,4500,1,62,262.25
0.05,0.13,0.2,0.12,0.06,0.02,0.01,1089,0.06,0.01,4500,1,62,252.5
0.04,0.13,0.22,0.09,0.04,0.02,0.01,1301,0.05,0.01,4500,1,43,213.25
0.05,0.14,0.23,0.09,0.04,0.02,0.01,1316,0.05,0.01,4500,1,42,209.75
0.05,0.13,0.21,0.09,0.05,0.02,0.01,1232,0.05,0.01,4500,1,57,221.875
0.04,0.13,0.21,0.1,0.05,0.02,0.01,1175,0.05,0.01,4500,1,61,231.875
0.04,0.1,0.18,0.11,0.06,0.02,0.01,1197,0.05,0.01,4500,1,59,240.375
0.06,0.14,0.22,0.1,0.05,0.02,0.01,1227,0.05,0.01,4500,1,51,226.5
0.06,0.13,0.22,0.11,0.05,0.02,0.01,1178,0.05,0.01,4500,1,57,236.625
0.09,0.28,0.4,0.02,0.0,0.0,0.0,686,0.01,0.0,4500,1,13,52.625
0.08,0.19,0.27,0.14,0.07,0.02,0.01,1098,0.06,0.01,4500,1,42,263.5
0.06,0.15,0.22,0.18,0.09,0.03,0.02,849,0.07,0.02,4500,1,68,335.5
0.05,0.12,0.19,0.18,0.1,0.04,0.02,815,0.08,0.02,4500,1,74,351.0
