<2,<5,<10,>10%,>25%,>50%,>75%,total_voxels,avg_filled,med_filled,max,min,median,mean
0.08,0.18,0.28,0.19,0.1,0.05,0.03,692,0.09,0.01,4000,1,47,348.5
0.08,0.19,0.25,0.18,0.1,0.05,0.03,721,0.09,0.01,4000,1,49,341.5
0.04,0.15,0.23,0.19,0.11,0.05,0.03,712,0.09,0.01,4000,1,45,355.75
0.06,0.16,0.24,0.18,0.11,0.05,0.03,744,0.09,0.01,4000,1,49,341.25
0.07,0.17,0.26,0.16,0.09,0.05,0.03,813,0.08,0.01,4000,1,36,321.0
0.06,0.17,0.27,0.15,0.09,0.05,0.03,853,0.08,0.01,4000,1,33,309.0
0.06,0.14,0.23,0.15,0.09,0.05,0.03,834,0.08,0.01,4000,1,46,317.0
0.06,0.14,0.22,0.17,0.08,0.05,0.03,846,0.08,0.01,4000,1,45,317.25
0.06,0.14,0.22,0.16,0.08,0.04,0.03,850,0.08,0.01,4000,1,55,308.25
0.06,0.14,0.22,0.17,0.08,0.04,0.03,849,0.07,0.01,4000,1,49,298.75
0.06,0.14,0.23,0.16,0.08,0.04,0.03,850,0.07,0.01,4000,1,53,296.75
0.06,0.15,0.23,0.15,0.08,0.04,0.02,862,0.07,0.01,4000,1,54,287.0
0.06,0.14,0.2,0.14,0.07,0.04,0.02,843,0.07,0.02,4000,1,65,288.25
0.03,0.11,0.19,0.13,0.07,0.04,0.02,829,0.07,0.02,4000,1,72,290.0
0.03,0.1,0.16,0.15,0.07,0.04,0.02,798,0.08,0.02,4000,1,79,300.0
0.05,0.13,0.18,0.14,0.07,0.03,0.02,809,0.07,0.02,4000,1,72,282.75
0.05,0.11,0.17,0.14,0.06,0.03,0.02,802,0.07,0.02,4000,1,76,285.25
0.05,0.1,0.16,0.14,0.07,0.03,0.02,780,0.07,0.02,4000,1,82,293.0
0.04,0.11,0.19,0.13,0.06,0.03,0.02,800,0.07,0.02,4000,1,73,283.75
0.04,0.1,0.16,0.14,0.06,0.03,0.02,781,0.07,0.02,4000,1,81,289.5
0.04,0.11,0.19,0.14,0.06,0.04,0.02,800,0.07,0.02,4000,1,73,283.5
0.06,0.13,0.22,0.13,0.06,0.03,0.02,853,0.07,0.02,4000,1,62,265.25
0.05,0.16,0.24,0.11,0.05,0.03,0.02,973,0.06,0.01,4000,1,50,236.875
0.06,0.16,0.24,0.13,0.06,0.03,0.02,897,0.07,0.01,4000,1,58,271.25
0.06,0.16,0.24,0.12,0.06,0.03,0.02,999,0.06,0.01,4000,1,46,248.375
0.08,0.19,0.27,0.12,0.06,0.03,0.02,1056,0.06,0.01,4000,1,43,235.625
0.05,0.16,0.26,0.12,0.06,0.02,0.02,1119,0.06,0.01,4000,1,40,229.5
0.05,0.12,0.2,0.15,0.06,0.03,0.02,982,0.07,0.02,4000,1,69,261.5
0.06,0.13,0.21,0.14,0.06,0.03,0.01,1000,0.06,0.02,4000,1,61,257.5
0.04,0.12,0.2,0.15,0.07,0.03,0.02,998,0.07,0.02,4000,1,66,264.25
0.05,0.14,0.21,0.15,0.06,0.03,0.01,1009,0.07,0.01,4000,1,60,263.0
0.05,0.14,0.21,0.15,0.06,0.03,0.01,1003,0.07,0.02,4000,1,66,264.0
0.06,0.16,0.24,0.17,0.07,0.03,0.02,979,0.07,0.02,4000,1,62,272.5
0.05,0.14,0.21,0.16,0.07,0.03,0.02,998,0.07,0.01,4000,1,58,267.0
0.06,0.16,0.24,0.16,0.06,0.03,0.01,1026,0.06,0.01,4000,1,55,256.25
0.1,0.26,0.43,0.01,0.01,0.0,0.0,734,0.01,0.0,4000,1,13,46.03125
0.07,0.16,0.23,0.13,0.06,0.02,0.01,973,0.06,0.01,4000,1,49,230.5
0.05,0.13,0.21,0.15,0.06,0.03,0.02,1021,0.07,0.01,4000,1,54,263.5
0.07,0.16,0.22,0.15,0.06,0.03,0.01,1028,0.06,0.01,4000,1,59,259.0
0.06,0.14,0.23,0.15,0.07,0.03,0.01,1028,0.07,0.01,4000,1,54,261.25
0.05,0.13,0.21,0.14,0.06,0.03,0.01,1059,0.06,0.01,4000,1,53,255.375
0.06,0.13,0.23,0.14,0.06,0.03,0.01,1121,0.06,0.01,4000,1,48,246.125
0.05,0.14,0.21,0.14,0.07,0.03,0.02,1045,0.07,0.01,4000,1,55,266.5
0.05,0.14,0.21,0.15,0.07,0.03,0.01,1020,0.07,0.01,4000,1,55,267.5
0.04,0.12,0.19,0.16,0.07,0.03,0.01,984,0.07,0.02,4000,1,63,278.0
0.04,0.12,0.2,0.16,0.08,0.03,0.02,978,0.07,0.02,4000,1,63,281.5
0.05,0.12,0.19,0.15,0.07,0.04,0.02,974,0.07,0.01,4000,1,60,280.25
0.04,0.11,0.18,0.14,0.08,0.04,0.01,965,0.07,0.02,4000,1,64,281.5
0.04,0.12,0.19,0.16,0.08,0.03,0.02,945,0.07,0.02,4000,1,63,287.0
0.04,0.12,0.18,0.16,0.08,0.04,0.02,892,0.08,0.02,4000,1,68,302.75
0.04,0.1,0.18,0.18,0.08,0.04,0.02,869,0.08,0.02,4000,1,81,309.75
0.05,0.12,0.19,0.19,0.08,0.04,0.02,880,0.08,0.02,4000,1,72,311.0
0.04,0.13,0.21,0.2,0.09,0.03,0.02,873,0.08,0.02,4000,1,69,317.25
0.05,0.12,0.19,0.2,0.08,0.03,0.02,910,0.08,0.01,4000,1,60,307.25
0.05,0.13,0.22,0.18,0.08,0.03,0.02,930,0.07,0.01,4000,1,57,294.0
0.04,0.12,0.2,0.18,0.08,0.04,0.02,925,0.08,0.02,4000,1,65,304.75
0.07,0.13,0.21,0.17,0.08,0.03,0.02,921,0.07,0.02,4000,1,66,298.25
0.05,0.14,0.2,0.16,0.08,0.04,0.02,942,0.08,0.02,4000,1,63,302.5
0.04,0.1,0.17,0.19,0.08,0.04,0.02,885,0.08,0.02,4000,1,77,319.25
0.06,0.13,0.19,0.19,0.08,0.04,0.02,936,0.08,0.02,4000,1,72,303.75
0.05,0.12,0.18,0.17,0.08,0.04,0.02,956,0.07,0.02,4000,1,70,298.25
0.05,0.13,0.19,0.14,0.06,0.03,0.02,1045,0.07,0.01,4000,1,58,266.75
0.04,0.1,0.17,0.13,0.06,0.03,0.01,1087,0.06,0.02,4000,1,61,248.375
0.04,0.1,0.18,0.12,0.06,0.03,0.01,1118,0.06,0.02,4000,1,67,247.0
0.05,0.12,0.18,0.14,0.06,0.03,0.01,1115,0.06,0.02,4000,1,63,253.875
0.04,0.13,0.19,0.15,0.05,0.03,0.01,1072,0.06,0.02,4000,1,72,256.5
0.04,0.12,0.19,0.16,0.05,0.03,0.02,1057,0.07,0.02,4000,1,73,268.25
0.05,0.14,0.22,0.15,0.05,0.03,0.01,1124,0.06,0.01,4000,1,60,252.0
0.05,0.13,0.21,0.15,0.05,0.03,0.02,1013,0.07,0.02,4000,1,65,264.0
0.05,0.13,0.21,0.15,0.05,0.03,0.02,936,0.06,0.01,4000,1,58,249.375
0.05,0.14,0.23,0.14,0.06,0.03,0.02,853,0.06,0.01,4000,1,46,253.875
0.05,0.13,0.22,0.12,0.05,0.03,0.02,1004,0.06,0.01,4000,1,47,235.125
0.06,0.13,0.2,0.14,0.06,0.03,0.02,1070,0.06,0.01,4000,1,59,253.25
0.04,0.13,0.21,0.13,0.05,0.02,0.02,1193,0.06,0.01,4000,1,54,239.125
0.05,0.1,0.17,0.15,0.06,0.02,0.01,1111,0.06,0.02,4000,1,64,255.625
0.1,0.22,0.35,0.02,0.01,0.0,0.0,608,0.01,0.0,4000,1,17,56.71875
0.05,0.11,0.18,0.18,0.07,0.03,0.02,888,0.07,0.02,4000,1,72,296.5
0.04,0.12,0.21,0.18,0.07,0.03,0.02,892,0.07,0.02,4000,1,69,299.0
0.04,0.1,0.17,0.2,0.08,0.03,0.02,886,0.08,0.02,4000,1,83,308.25
0.04,0.11,0.18,0.17,0.07,0.03,0.02,950,0.07,0.02,4000,1,68,282.25
0.04,0.11,0.19,0.17,0.07,0.03,0.02,947,0.07,0.01,4000,1,57,281.75
0.04,0.12,0.2,0.15,0.06,0.03,0.02,1055,0.06,0.01,4000,1,51,251.125
0.04,0.12,0.19,0.14,0.07,0.03,0.02,995,0.07,0.02,4000,1,63,267.75
0.06,0.13,0.2,0.12,0.06,0.03,0.02,1059,0.06,0.01,4000,1,50,250.25
0.04,0.11,0.18,0.14,0.07,0.03,0.02,977,0.07,0.02,4000,1,64,271.75
0.05,0.14,0.23,0.12,0.06,0.03,0.01,1107,0.06,0.01,4000,1,45,235.75
0.04,0.1,0.19,0.15,0.07,0.03,0.02,965,0.07,0.02,4000,1,71,270.25
0.04,0.12,0.2,0.15,0.07,0.03,0.02,950,0.07,0.02,4000,1,73,280.75
0.04,0.12,0.19,0.16,0.07,0.03,0.02,903,0.07,0.02,4000,1,81,291.5
0.04,0.12,0.2,0.16,0.06,0.03,0.02,953,0.07,0.02,4000,1,64,275.25
0.05,0.13,0.21,0.16,0.07,0.03,0.02,895,0.07,0.02,4000,1,70,294.5
0.05,0.13,0.2,0.15,0.07,0.03,0.02,942,0.07,0.02,4000,1,65,277.25
0.05,0.13,0.21,0.14,0.07,0.03,0.02,976,0.07,0.01,4000,1,55,269.5
0.06,0.13,0.21,0.15,0.08,0.04,0.03,889,0.07,0.02,4000,1,63,297.75
0.05,0.15,0.25,0.14,0.08,0.04,0.02,935,0.07,0.01,4000,1,38,274.0
0.04,0.17,0.24,0.15,0.08,0.04,0.03,817,0.08,0.01,4000,1,41,308.75
0.07,0.14,0.22,0.19,0.11,0.06,0.04,663,0.09,0.01,4000,1,57,378.0
0.04,0.12,0.2,0.2,0.12,0.07,0.05,620,0.1,0.02,4000,1,61,409.0
0.05,0.13,0.23,0.19,0.12,0.07,0.04,626,0.1,0.01,4000,1,56,410.0
0.03,0.08,0.15,0.25,0.16,0.09,0.05,509,0.13,0.03,4000,1,105,521.5
0.04,0.09,0.16,0.27,0.17,0.1,0.06,493,0.14,0.02,4000,1,100,561.5
0.04,0.1,0.18,0.28,0.18,0.1,0.06,474,0.15,0.03,4000,1,110,588.0
0.03,0.1,0.15,0.31,0.18,0.1,0.06,464,0.15,0.03,4000,1,127,592.5
0.02,0.07,0.11,0.26,0.17,0.1,0.07,495,0.14,0.03,4000,1,118,574.0
0.03,0.08,0.13,0.26,0.17,0.1,0.07,492,0.14,0.03,4000,1,113,572.0
0.03,0.08,0.16,0.22,0.14,0.08,0.05,572,0.12,0.02,4000,1,82,485.0
0.04,0.1,0.16,0.22,0.15,0.09,0.05,560,0.13,0.02,4000,1,99,502.25
0.04,0.09,0.13,0.26,0.15,0.1,0.07,517,0.14,0.03,4000,1,124,569.5
0.01,0.07,0.11,0.28,0.15,0.1,0.06,514,0.14,0.03,4000,1,130,557.0
0.04,0.11,0.16,0.28,0.14,0.09,0.06,533,0.14,0.03,4000,1,127,542.5
0.03,0.09,0.14,0.28,0.17,0.09,0.06,546,0.14,0.03,4000,1,112,554.0
0.03,0.08,0.14,0.28,0.17,0.07,0.05,529,0.13,0.04,4000,1,149,534.5
0.03,0.08,0.14,0.26,0.15,0.07,0.03,599,0.12,0.03,4000,1,103,464.25
0.03,0.09,0.16,0.25,0.15,0.06,0.04,611,0.12,0.02,4000,1,90,462.25
0.06,0.2,0.33,0.04,0.02,0.01,0.01,485,0.03,0.01,4000,1,22,130.125
0.04,0.09,0.14,0.27,0.14,0.08,0.04,623,0.12,0.03,4000,1,106,477.75
0.03,0.07,0.12,0.27,0.14,0.07,0.04,627,0.12,0.03,4000,1,117,480.5
0.03,0.07,0.12,0.25,0.15,0.06,0.04,654,0.12,0.03,4000,1,112,461.75
0.02,0.06,0.1,0.27,0.15,0.07,0.04,601,0.12,0.04,4000,1,140,498.0
0.04,0.07,0.12,0.24,0.13,0.07,0.04,674,0.11,0.02,4000,1,100,450.0
0.02,0.06,0.11,0.24,0.14,0.07,0.04,650,0.12,0.02,4000,1,99,461.5
0.02,0.07,0.12,0.25,0.14,0.06,0.03,639,0.11,0.02,4000,1,99,451.0
0.03,0.07,0.12,0.25,0.14,0.08,0.04,611,0.12,0.02,4000,1,90,475.75
0.02,0.06,0.12,0.26,0.16,0.09,0.05,560,0.13,0.02,4000,1,88,507.0
0.03,0.08,0.14,0.28,0.15,0.09,0.05,534,0.13,0.03,4000,1,107,521.0
0.02,0.07,0.13,0.25,0.15,0.08,0.05,532,0.13,0.02,4000,1,97,507.75
0.03,0.08,0.14,0.26,0.16,0.09,0.07,507,0.14,0.03,4000,1,103,545.0
0.03,0.08,0.1,0.27,0.16,0.09,0.07,498,0.14,0.03,4000,1,114,558.0
0.03,0.08,0.13,0.25,0.15,0.08,0.05,548,0.12,0.03,4000,1,108,492.0
0.02,0.08,0.15,0.23,0.13,0.07,0.04,634,0.11,0.02,4000,1,86,454.5
0.03,0.09,0.14,0.24,0.14,0.07,0.04,645,0.12,0.02,4000,1,87,460.25
0.03,0.07,0.12,0.21,0.13,0.07,0.03,699,0.11,0.02,4000,1,73,422.0
0.04,0.1,0.17,0.2,0.11,0.07,0.03,728,0.1,0.02,4000,1,75,396.0
0.03,0.1,0.16,0.2,0.11,0.06,0.03,720,0.1,0.02,4000,1,94,386.0
0.05,0.11,0.17,0.2,0.1,0.05,0.03,705,0.1,0.03,4000,1,103,380.5
0.03,0.08,0.13,0.21,0.1,0.05,0.03,717,0.1,0.02,4000,1,95,380.5
0.03,0.08,0.14,0.21,0.1,0.05,0.03,712,0.09,0.03,4000,1,105,379.5
0.02,0.07,0.13,0.22,0.1,0.05,0.04,676,0.1,0.03,4000,1,112,400.5
0.03,0.08,0.15,0.22,0.11,0.05,0.03,688,0.1,0.02,4000,1,96,390.5
0.02,0.06,0.12,0.23,0.11,0.05,0.03,672,0.1,0.02,4000,1,100,398.0
0.02,0.08,0.13,0.23,0.12,0.05,0.02,683,0.1,0.02,4000,1,93,395.0
0.03,0.09,0.14,0.22,0.1,0.05,0.02,743,0.09,0.02,4000,1,81,368.0
0.03,0.07,0.12,0.24,0.11,0.05,0.03,719,0.1,0.02,4000,1,97,389.75
0.04,0.1,0.17,0.22,0.11,0.05,0.03,742,0.1,0.02,4000,1,82,382.5
0.04,0.12,0.17,0.22,0.11,0.05,0.03,738,0.1,0.02,4000,1,89,385.75
0.04,0.1,0.15,0.23,0.12,0.05,0.03,707,0.1,0.02,4000,1,88,410.25
0.05,0.13,0.19,0.21,0.11,0.05,0.03,738,0.1,0.02,4000,1,79,384.25
0.05,0.13,0.21,0.18,0.09,0.04,0.03,806,0.08,0.02,4000,1,70,333.25
0.05,0.13,0.2,0.17,0.08,0.03,0.02,869,0.07,0.02,4000,1,63,299.0
0.03,0.1,0.18,0.19,0.08,0.04,0.02,829,0.08,0.02,4000,1,73,320.5
0.05,0.11,0.17,0.2,0.09,0.05,0.03,813,0.09,0.02,4000,1,84,350.5
0.03,0.08,0.15,0.21,0.1,0.05,0.03,855,0.09,0.02,4000,1,79,367.5
0.05,0.1,0.16,0.21,0.1,0.04,0.03,867,0.09,0.02,4000,1,71,357.5
0.04,0.1,0.16,0.22,0.1,0.04,0.02,863,0.09,0.02,4000,1,78,360.25
0.08,0.21,0.36,0.02,0.0,0.0,0.0,625,0.01,0.0,4000,1,17,52.84375
0.03,0.09,0.16,0.22,0.1,0.04,0.02,827,0.09,0.02,4000,1,86,360.25
0.03,0.09,0.15,0.22,0.11,0.05,0.03,788,0.1,0.02,4000,1,90,382.0
0.03,0.1,0.14,0.19,0.1,0.05,0.03,822,0.09,0.02,4000,1,80,366.0
0.04,0.11,0.18,0.16,0.08,0.04,0.03,926,0.08,0.01,4000,1,56,309.25
0.06,0.14,0.21,0.14,0.07,0.04,0.03,968,0.07,0.01,4000,1,49,291.75
0.05,0.13,0.21,0.17,0.08,0.04,0.03,979,0.08,0.01,4000,1,50,312.25
0.05,0.11,0.19,0.2,0.1,0.04,0.02,905,0.09,0.02,4000,1,68,341.5
0.04,0.09,0.17,0.23,0.11,0.04,0.02,828,0.09,0.02,4000,1,75,367.5
0.03,0.09,0.16,0.22,0.1,0.04,0.03,823,0.09,0.02,4000,1,80,359.75
0.05,0.13,0.19,0.21,0.09,0.04,0.02,846,0.08,0.02,4000,1,82,339.75
0.05,0.11,0.18,0.2,0.09,0.03,0.02,891,0.08,0.02,4000,1,67,325.75
0.04,0.11,0.17,0.21,0.09,0.04,0.02,859,0.09,0.02,4000,1,79,347.0
0.05,0.15,0.23,0.19,0.09,0.04,0.02,925,0.08,0.02,4000,1,62,318.25
0.04,0.14,0.21,0.2,0.09,0.05,0.03,864,0.09,0.02,4000,1,75,342.0
0.04,0.09,0.16,0.23,0.1,0.05,0.03,798,0.09,0.02,4000,1,87,373.0
0.04,0.12,0.19,0.21,0.1,0.04,0.03,848,0.09,0.02,4000,1,66,346.75
0.04,0.1,0.18,0.22,0.1,0.04,0.03,831,0.09,0.02,4000,1,67,342.25
0.04,0.12,0.19,0.2,0.09,0.04,0.02,833,0.08,0.02,4000,1,67,338.25
0.06,0.12,0.19,0.18,0.09,0.04,0.02,848,0.08,0.01,4000,1,59,329.75
0.06,0.12,0.19,0.17,0.08,0.04,0.02,900,0.07,0.01,4000,1,48,296.5
0.05,0.15,0.24,0.16,0.08,0.05,0.03,913,0.08,0.01,4000,1,49,312.0
0.06,0.15,0.23,0.15,0.08,0.05,0.03,935,0.08,0.01,4000,1,50,311.0
0.05,0.13,0.24,0.15,0.08,0.04,0.02,1011,0.07,0.01,4000,1,43,287.0
0.05,0.13,0.2,0.17,0.08,0.04,0.02,989,0.08,0.01,4000,1,56,301.5
0.05,0.13,0.21,0.16,0.08,0.03,0.02,989,0.07,0.02,4000,1,63,276.25
0.04,0.12,0.2,0.17,0.07,0.03,0.02,947,0.07,0.02,4000,1,72,284.5
0.04,0.13,0.21,0.15,0.07,0.03,0.02,1022,0.07,0.01,4000,1,58,260.75
0.04,0.13,0.22,0.15,0.06,0.03,0.02,1001,0.07,0.01,4000,1,55,262.0
0.04,0.13,0.21,0.14,0.06,0.03,0.02,1052,0.06,0.01,4000,1,52,254.75
0.05,0.13,0.21,0.13,0.06,0.03,0.02,1102,0.06,0.01,4000,1,46,240.25
0.05,0.13,0.2,0.13,0.06,0.03,0.02,1067,0.06,0.01,4000,1,52,248.5
0.04,0.11,0.2,0.13,0.06,0.03,0.02,1055,0.06,0.01,4000,1,52,249.125
0.03,0.11,0.19,0.12,0.06,0.03,0.02,1017,0.06,0.01,4000,1,53,245.875
0.04,0.14,0.23,0.12,0.05,0.03,0.02,1069,0.06,0.01,4000,1,45,232.75
0.05,0.14,0.23,0.12,0.05,0.03,0.02,1057,0.06,0.01,4000,1,50,232.875
0.04,0.14,0.21,0.13,0.06,0.03,0.02,978,0.06,0.01,4000,1,58,251.0
0.04,0.11,0.16,0.13,0.05,0.03,0.01,948,0.06,0.02,4000,1,65,250.375
0.04,0.11,0.19,0.14,0.06,0.03,0.01,952,0.06,0.01,4000,1,58,249.625
0.11,0.29,0.43,0.02,0.01,0.0,0.0,526,0.01,0.0,4000,1,13,55.40625
0.06,0.15,0.24,0.16,0.09,0.04,0.03,796,0.07,0.01,4000,1,41,297.75
0.05,0.16,0.28,0.15,0.08,0.05,0.03,846,0.08,0.01,4000,1,34,300.0
0.06,0.17,0.27,0.14,0.08,0.05,0.03,808,0.08,0.01,4000,1,40,303.5
0.08,0.2,0.27,0.14,0.08,0.04,0.03,728,0.08,0.01,4000,1,37,301.25
0.07,0.17,0.28,0.15,0.08,0.05,0.03,714,0.08,0.01,4000,1,36,313.5
0.06,0.19,0.3,0.17,0.1,0.05,0.04,661,0.09,0.01,4000,1,37,344.25
0.07,0.19,0.28,0.15,0.09,0.05,0.03,697,0.08,0.01,4000,1,38,314.75
0.08,0.2,0.31,0.17,0.1,0.05,0.04,605,0.09,0.01,4000,1,35,346.75
0.07,0.18,0.29,0.14,0.08,0.04,0.03,689,0.07,0.01,4000,1,28,295.75
0.07,0.16,0.27,0.15,0.09,0.05,0.04,674,0.08,0.01,4000,1,35,323.75
0.04,0.14,0.22,0.16,0.1,0.05,0.04,619,0.09,0.01,4000,1,58,357.5
0.05,0.12,0.2,0.17,0.11,0.05,0.03,661,0.09,0.02,4000,1,67,357.25
0.05,0.12,0.19,0.19,0.11,0.05,0.03,678,0.09,0.02,4000,1,69,366.25
0.06,0.14,0.21,0.2,0.12,0.05,0.03,719,0.09,0.02,4000,1,63,371.0
0.04,0.12,0.17,0.23,0.12,0.05,0.03,672,0.1,0.02,4000,1,92,398.0
0.04,0.13,0.2,0.22,0.1,0.05,0.03,739,0.09,0.02,4000,1,87,364.5
0.04,0.11,0.17,0.22,0.1,0.05,0.03,728,0.09,0.02,4000,1,90,371.0
0.06,0.14,0.22,0.2,0.11,0.04,0.03,757,0.09,0.02,4000,1,78,344.5
0.06,0.12,0.19,0.2,0.1,0.04,0.03,743,0.09,0.02,4000,1,81,351.0
0.06,0.13,0.21,0.17,0.1,0.04,0.03,781,0.08,0.02,4000,1,63,325.25
0.07,0.15,0.25,0.16,0.08,0.04,0.03,842,0.07,0.01,4000,1,48,296.5
0.07,0.16,0.25,0.14,0.07,0.04,0.03,885,0.07,0.01,4000,1,41,278.25
0.06,0.16,0.24,0.16,0.08,0.04,0.03,835,0.08,0.01,4000,1,49,306.5
0.05,0.12,0.22,0.21,0.1,0.04,0.03,743,0.09,0.02,4000,1,74,359.25
0.04,0.12,0.17,0.23,0.11,0.04,0.03,696,0.1,0.02,4000,1,97,386.25
0.05,0.14,0.2,0.19,0.09,0.04,0.03,796,0.08,0.02,4000,1,70,335.5
0.05,0.12,0.19,0.18,0.08,0.04,0.03,837,0.08,0.02,4000,1,65,320.25
0.05,0.14,0.24,0.16,0.07,0.04,0.02,970,0.07,0.01,4000,1,46,280.25
0.05,0.14,0.22,0.16,0.08,0.04,0.02,997,0.07,0.01,4000,1,47,280.25
0.07,0.16,0.26,0.14,0.07,0.03,0.02,1081,0.06,0.01,4000,1,45,253.25
0.05,0.13,0.2,0.14,0.06,0.03,0.02,1053,0.07,0.02,4000,1,61,261.5
0.05,0.13,0.21,0.13,0.06,0.03,0.02,1081,0.06,0.02,4000,1,62,251.0
0.04,0.13,0.23,0.1,0.05,0.02,0.02,1299,0.05,0.01,4000,1,42,211.375
0.05,0.13,0.23,0.1,0.05,0.02,0.02,1313,0.05,0.01,4000,1,42,210.75
0.05,0.12,0.2,0.1,0.06,0.03,0.02,1216,0.06,0.01,4000,1,57,230.75
0.04,0.12,0.21,0.11,0.05,0.03,0.02,1167,0.06,0.01,4000,1,59,230.625
0.04,0.1,0.19,0.1,0.05,0.03,0.02,1195,0.06,0.01,4000,1,59,230.75
0.06,0.14,0.23,0.11,0.05,0.03,0.01,1242,0.05,0.01,4000,1,49,218.0
0.06,0.14,0.23,0.12,0.05,0.03,0.02,1189,0.06,0.01,4000,1,55,233.75
0.08,0.27,0.39,0.01,0.0,0.0,0.0,677,0.01,0.0,4000,1,13,46.15625
0.08,0.18,0.26,0.14,0.08,0.03,0.02,1085,0.06,0.01,4000,1,44,257.75
0.06,0.15,0.21,0.19,0.1,0.04,0.02,854,0.08,0.02,4000,1,70,337.25
0.05,0.13,0.19,0.19,0.12,0.05,0.02,815,0.09,0.02,4000,1,74,354.25
